index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
465,50367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,7076465000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,"1200 B GALE WILSON BLVD
FAIRFIELD, CA 94533
(38.261114, -122.049052)"
466,140091,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,2173833311,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"611 WEST PARK STREET
URBANA, IL 61801
(40.117423, -88.213888)"
467,70003,DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,6260,WINDHAM,8609286541,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"320 POMFRET STREET
PUTNAM, CT 06260
(41.907359, -71.915201)"
468,100023,CITRUS MEMORIAL HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,34452,CITRUS,3527261551,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,2,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"502 W HIGHLAND BLVD
INVERNESS, FL 34452
(28.832242, -82.335335)"
469,100151,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,DUVAL,9049532000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"4500 SAN PABLO RD
JACKSONVILLE, FL 32224
(30.263702, -81.437533)"
470,50189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,8313856000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"300 CANAL STREET
KING CITY, CA 93930
(36.206255, -121.131644)"
471,100052,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,POLK,8632931121,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Below the National average,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"200 AVE F NE
WINTER HAVEN, FL 33881
(28.027669, -81.726746)"
472,30037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,6022518156,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"1800 EAST VAN BUREN STREET
PHOENIX, AZ 85006
(33.451436, -112.042767)"
473,10061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,JACKSON,2562594444,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"380 WOODS COVE ROAD
SCOTTSBORO, AL 35768
(34.661254, -86.047116)"
474,50457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"450 STANYAN ST
SAN FRANCISCO, CA 94117
(37.77384, -122.454495)"
475,50454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,4153532733,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,"505 PARNASSUS AVE, BOX 0296
SAN FRANCISCO, CA 94143
(37.763553, -122.457654)"
476,30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,9287732378,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,"1200 NORTH BEAVER STREET
FLAGSTAFF, AZ 86001
(35.209534, -111.644835)"
477,100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,MANATEE,9417926611,Acute Care Hospitals,Proprietary,TRUE,,2,,Below the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,"2020 59TH ST W
BRADENTON, FL 34209
(27.482176, -82.620468)"
478,50738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,6263507975,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"1701 SANTA ANITA AVE
SOUTH EL MONTE, CA 91733
(34.048705, -118.042452)"
479,100126,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,PINELLAS,7273811000,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1501 PASADENA AVE S
SAINT PETERSBURG, FL 33707
(27.753517, -82.738176)"
480,100022,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,MIAMI,FL,33136,MIAMI-DADE,3055851111,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,"1611 NW 12TH AVE
MIAMI, FL 33136
(25.790612, -80.214945)"
481,50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,AMADOR,2092237500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"200 MISSION BLVD
JACKSON, CA 95642
(38.349552, -120.765903)"
482,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,LOS ANGELES,8183658051,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,4,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"15031 RINALDI ST
MISSION HILLS, CA 91346
(34.279013, -118.459485)"
483,100043,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,PINELLAS,7277331111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"601 MAIN ST
DUNEDIN, FL 34698
(28.014032, -82.783822)"
484,50334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,8317574333,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,"450 EAST ROMIE LANE
SALINAS, CA 93901
(36.659979, -121.646327)"
485,50434,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER ST,COLUSA,CA,95932,COLUSA,5304585821,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"199 EAST WEBSTER ST
COLUSA, CA 95932
(39.207358, -122.000274)"
486,60013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,81301,LA PLATA,9702474311,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,5,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1010 THREE SPRINGS BLVD
DURANGO, CO 81301
(37.235152, -107.82468)"
487,50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"17772 BEACH BLVD
HUNTINGTON BEACH, CA 92647
(33.703889, -117.989065)"
488,60126,BANNER FORT COLLINS MEDICAL CENTER,4700 LADY MOON DR,FORT COLLINS,CO,80528,LARIMER,9702294000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,"4700 LADY MOON DR
FORT COLLINS, CO 80528
(40.521588, -105.01084)"
489,61323,PROWERS MEDICAL CENTER,401 KENDALL DRIVE,LAMAR,CO,81052,PROWERS,7193364343,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,3,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"401 KENDALL DRIVE
LAMAR, CO 81052
(38.071002, -102.609135)"
490,70036,JOHN DEMPSEY HOSPITAL,263 FARMINGTON AVE,FARMINGTON,CT,6032,HARTFORD,8606791145,Acute Care Hospitals,Government - Local,TRUE,,3,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"263 FARMINGTON AVE
FARMINGTON, CT 06032
(41.73509, -72.79582)"
491,60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,1719 E 19TH AVE,DENVER,CO,80218,DENVER,3038396000,Acute Care Hospitals,Government - State,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"1719 E 19TH AVE
DENVER, CO 80218
(39.746089, -104.967175)"
492,100092,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,BREVARD,3216372603,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,"110 LONGWOOD AVE
ROCKLEDGE, FL 32955
(28.33454, -80.723133)"
493,60117,"ANIMAS SURGICAL HOSPITAL, LLC",575 RIVERGATE LANE,DURANGO,CO,81301,LA PLATA,9702473537,Acute Care Hospitals,Physician,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"575 RIVERGATE LANE
DURANGO, CO 81301
(37.248889, -107.870774)"
